"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"< 1 year"	"1"	"Female"	"F"	"1999"	"1999"	12291	1852123	663.6
	"< 1 year"	"1"	"Female"	"F"	"2000"	"2000"	12317	1856631	663.4
	"< 1 year"	"1"	"Female"	"F"	"2001"	"2001"	12091	1962905	616.0
	"< 1 year"	"1"	"Female"	"F"	"2002"	"2002"	12317	1932939	637.2
	"< 1 year"	"1"	"Female"	"F"	"2003"	"2003"	12123	1942634	624.0
	"< 1 year"	"1"	"Female"	"F"	"2004"	"2004"	12218	1962216	622.7
	"< 1 year"	"1"	"Female"	"F"	"2005"	"2005"	12422	1956682	634.9
	"< 1 year"	"1"	"Female"	"F"	"2006"	"2006"	12547	1975919	635.0
	"< 1 year"	"1"	"Female"	"F"	"2007"	"2007"	12845	2027181	633.6
	"< 1 year"	"1"	"Female"	"F"	"2008"	"2008"	12390	2022889	612.5
	"< 1 year"	"1"	"Female"	"F"	"2009"	"2009"	11589	1959169	591.5
	"< 1 year"	"1"	"Female"	"F"	"2010"	"2010"	10884	1929877	564.0
	"< 1 year"	"1"	"Female"	"F"	"2011"	"2011"	10658	1952827	545.8
	"< 1 year"	"1"	"Female"	"F"	"2012"	"2012"	10490	1926339	544.6
	"< 1 year"	"1"	"Female"	"F"	"2013"	"2013"	10321	1925056	536.1
	"< 1 year"	"1"	"Female"	"F"	"2014"	"2014"	10329	1930493	535.0
	"< 1 year"	"1"	"Female"	"F"	"2015"	"2015"	10447	1942904	537.7
	"< 1 year"	"1"	"Female"	"F"	"2016"	"2016"	10294	1939667	530.7
	"< 1 year"	"1"	"Female"	"F"	"2017"	"2017"	9867	1924145	512.8
	"< 1 year"	"1"	"Female"	"F"	"2018"	"2018"	9399	1879703	500.0
	"< 1 year"	"1"	"Female"	"F"	"2019"	"2019"	9247	1847935	500.4
	"< 1 year"	"1"	"Female"	"F"	"2020 "	"2020"	8723	1826869	477.5
"Total"	"< 1 year"	"1"	"Female"	"F"			245809	42477103	578.7
	"< 1 year"	"1"	"Male"	"M"	"1999"	"1999"	15646	1943639	805.0
	"< 1 year"	"1"	"Male"	"M"	"2000"	"2000"	15718	1949017	806.5
	"< 1 year"	"1"	"Male"	"M"	"2001"	"2001"	15477	2049753	755.1
	"< 1 year"	"1"	"Male"	"M"	"2002"	"2002"	15717	2018522	778.6
	"< 1 year"	"1"	"Male"	"M"	"2003"	"2003"	15902	2033237	782.1
	"< 1 year"	"1"	"Male"	"M"	"2004"	"2004"	15718	2052042	766.0
	"< 1 year"	"1"	"Male"	"M"	"2005"	"2005"	16018	2047711	782.2
	"< 1 year"	"1"	"Male"	"M"	"2006"	"2006"	15980	2065819	773.5
	"< 1 year"	"1"	"Male"	"M"	"2007"	"2007"	16293	2120816	768.2
	"< 1 year"	"1"	"Male"	"M"	"2008"	"2008"	15669	2109846	742.7
	"< 1 year"	"1"	"Male"	"M"	"2009"	"2009"	14823	2044418	725.0
	"< 1 year"	"1"	"Male"	"M"	"2010"	"2010"	13702	2014276	680.2
	"< 1 year"	"1"	"Male"	"M"	"2011"	"2011"	13327	2043710	652.1
	"< 1 year"	"1"	"Male"	"M"	"2012"	"2012"	13139	2016738	651.5
	"< 1 year"	"1"	"Male"	"M"	"2013"	"2013"	13119	2016727	650.5
	"< 1 year"	"1"	"Male"	"M"	"2014"	"2014"	12886	2017857	638.6
	"< 1 year"	"1"	"Male"	"M"	"2015"	"2015"	13008	2035134	639.2
	"< 1 year"	"1"	"Male"	"M"	"2016"	"2016"	12867	2030478	633.7
	"< 1 year"	"1"	"Male"	"M"	"2017"	"2017"	12468	2015150	618.7
	"< 1 year"	"1"	"Male"	"M"	"2018"	"2018"	12068	1968505	613.1
	"< 1 year"	"1"	"Male"	"M"	"2019"	"2019"	11674	1935117	603.3
	"< 1 year"	"1"	"Male"	"M"	"2020 "	"2020"	10859	1908141	569.1
"Total"	"< 1 year"	"1"	"Male"	"M"			312078	44436653	702.3
"Total"	"< 1 year"	"1"					557887	86913756	641.9
	"1-4 years"	"1-4"	"Female"	"F"	"1999"	"1999"	2274	7493614	30.3
	"1-4 years"	"1-4"	"Female"	"F"	"2000"	"2000"	2155	7508434	28.7
	"1-4 years"	"1-4"	"Female"	"F"	"2001"	"2001"	2208	7468536	29.6
	"1-4 years"	"1-4"	"Female"	"F"	"2002"	"2002"	2052	7564711	27.1
	"1-4 years"	"1-4"	"Female"	"F"	"2003"	"2003"	2139	7636693	28.0
	"1-4 years"	"1-4"	"Female"	"F"	"2004"	"2004"	2136	7713175	27.7
	"1-4 years"	"1-4"	"Female"	"F"	"2005"	"2005"	1991	7785123	25.6
	"1-4 years"	"1-4"	"Female"	"F"	"2006"	"2006"	2090	7775092	26.9
	"1-4 years"	"1-4"	"Female"	"F"	"2007"	"2007"	2069	7813088	26.5
	"1-4 years"	"1-4"	"Female"	"F"	"2008"	"2008"	2037	7891294	25.8
	"1-4 years"	"1-4"	"Female"	"F"	"2009"	"2009"	1955	7943260	24.6
	"1-4 years"	"1-4"	"Female"	"F"	"2010"	"2010"	1856	7952058	23.3
	"1-4 years"	"1-4"	"Female"	"F"	"2011"	"2011"	1841	7909731	23.3
	"1-4 years"	"1-4"	"Female"	"F"	"2012"	"2012"	1823	7856870	23.2
	"1-4 years"	"1-4"	"Female"	"F"	"2013"	"2013"	1745	7790614	22.4
	"1-4 years"	"1-4"	"Female"	"F"	"2014"	"2014"	1658	7790662	21.3
	"1-4 years"	"1-4"	"Female"	"F"	"2015"	"2015"	1684	7786776	21.6
	"1-4 years"	"1-4"	"Female"	"F"	"2016"	"2016"	1789	7800517	22.9
	"1-4 years"	"1-4"	"Female"	"F"	"2017"	"2017"	1648	7818747	21.1
	"1-4 years"	"1-4"	"Female"	"F"	"2018"	"2018"	1587	7798370	20.4
	"1-4 years"	"1-4"	"Female"	"F"	"2019"	"2019"	1635	7719541	21.2
	"1-4 years"	"1-4"	"Female"	"F"	"2020 "	"2020"	1503	7613266	19.7
"Total"	"1-4 years"	"1-4"	"Female"	"F"			41875	170430172	24.6
	"1-4 years"	"1-4"	"Male"	"M"	"1999"	"1999"	2975	7846168	37.9
	"1-4 years"	"1-4"	"Male"	"M"	"2000"	"2000"	2824	7861716	35.9
	"1-4 years"	"1-4"	"Male"	"M"	"2001"	"2001"	2899	7817023	37.1
	"1-4 years"	"1-4"	"Male"	"M"	"2002"	"2002"	2806	7913020	35.5
	"1-4 years"	"1-4"	"Male"	"M"	"2003"	"2003"	2826	7979882	35.4
	"1-4 years"	"1-4"	"Male"	"M"	"2004"	"2004"	2649	8058452	32.9
	"1-4 years"	"1-4"	"Male"	"M"	"2005"	"2005"	2765	8127884	34.0
	"1-4 years"	"1-4"	"Male"	"M"	"2006"	"2006"	2541	8122053	31.3
	"1-4 years"	"1-4"	"Male"	"M"	"2007"	"2007"	2634	8164877	32.3
	"1-4 years"	"1-4"	"Male"	"M"	"2008"	"2008"	2693	8247098	32.7
	"1-4 years"	"1-4"	"Male"	"M"	"2009"	"2009"	2495	8297671	30.1
	"1-4 years"	"1-4"	"Male"	"M"	"2010"	"2010"	2460	8305151	29.6
	"1-4 years"	"1-4"	"Male"	"M"	"2011"	"2011"	2405	8255790	29.1
	"1-4 years"	"1-4"	"Male"	"M"	"2012"	"2012"	2395	8199397	29.2
	"1-4 years"	"1-4"	"Male"	"M"	"2013"	"2013"	2323	8135691	28.6
	"1-4 years"	"1-4"	"Male"	"M"	"2014"	"2014"	2172	8137871	26.7
	"1-4 years"	"1-4"	"Male"	"M"	"2015"	"2015"	2281	8142467	28.0
	"1-4 years"	"1-4"	"Male"	"M"	"2016"	"2016"	2256	8156375	27.7
	"1-4 years"	"1-4"	"Male"	"M"	"2017"	"2017"	2232	8180818	27.3
	"1-4 years"	"1-4"	"Male"	"M"	"2018"	"2018"	2243	8163697	27.5
	"1-4 years"	"1-4"	"Male"	"M"	"2019"	"2019"	2041	8074090	25.3
	"1-4 years"	"1-4"	"Male"	"M"	"2020 "	"2020"	2026	7953016	25.5
"Total"	"1-4 years"	"1-4"	"Male"	"M"			54941	178140207	30.8
"Total"	"1-4 years"	"1-4"					96816	348570379	27.8
	"5-9 years"	"5-9"	"Female"	"F"	"1999"	"1999"	1510	10052618	15.0
	"5-9 years"	"5-9"	"Female"	"F"	"2000"	"2000"	1403	10026228	14.0
	"5-9 years"	"5-9"	"Female"	"F"	"2001"	"2001"	1366	9844298	13.9
	"5-9 years"	"5-9"	"Female"	"F"	"2002"	"2002"	1316	9699735	13.6
	"5-9 years"	"5-9"	"Female"	"F"	"2003"	"2003"	1258	9581247	13.1
	"5-9 years"	"5-9"	"Female"	"F"	"2004"	"2004"	1243	9503231	13.1
	"5-9 years"	"5-9"	"Female"	"F"	"2005"	"2005"	1281	9473900	13.5
	"5-9 years"	"5-9"	"Female"	"F"	"2006"	"2006"	1184	9555173	12.4
	"5-9 years"	"5-9"	"Female"	"F"	"2007"	"2007"	1192	9640683	12.4
	"5-9 years"	"5-9"	"Female"	"F"	"2008"	"2008"	1106	9748488	11.3
	"5-9 years"	"5-9"	"Female"	"F"	"2009"	"2009"	1125	9874744	11.4
	"5-9 years"	"5-9"	"Female"	"F"	"2010"	"2010"	1005	9959019	10.1
	"5-9 years"	"5-9"	"Female"	"F"	"2011"	"2011"	1071	9950009	10.8
	"5-9 years"	"5-9"	"Female"	"F"	"2012"	"2012"	1014	10016343	10.1
	"5-9 years"	"5-9"	"Female"	"F"	"2013"	"2013"	1044	10061607	10.4
	"5-9 years"	"5-9"	"Female"	"F"	"2014"	"2014"	1000	10041137	10.0
	"5-9 years"	"5-9"	"Female"	"F"	"2015"	"2015"	1025	10028044	10.2
	"5-9 years"	"5-9"	"Female"	"F"	"2016"	"2016"	1113	9999876	11.1
	"5-9 years"	"5-9"	"Female"	"F"	"2017"	"2017"	1055	9936097	10.6
	"5-9 years"	"5-9"	"Female"	"F"	"2018"	"2018"	1044	9879652	10.6
	"5-9 years"	"5-9"	"Female"	"F"	"2019"	"2019"	1043	9873133	10.6
	"5-9 years"	"5-9"	"Female"	"F"	"2020 "	"2020"	965	9890958	9.8
"Total"	"5-9 years"	"5-9"	"Female"	"F"			25363	216636220	11.7
	"5-9 years"	"5-9"	"Male"	"M"	"1999"	"1999"	1964	10553842	18.6
	"5-9 years"	"5-9"	"Male"	"M"	"2000"	"2000"	1850	10523277	17.6
	"5-9 years"	"5-9"	"Male"	"M"	"2001"	"2001"	1727	10329064	16.7
	"5-9 years"	"5-9"	"Male"	"M"	"2002"	"2002"	1702	10172682	16.7
	"5-9 years"	"5-9"	"Male"	"M"	"2003"	"2003"	1640	10039604	16.3
	"5-9 years"	"5-9"	"Male"	"M"	"2004"	"2004"	1645	9951006	16.5
	"5-9 years"	"5-9"	"Male"	"M"	"2005"	"2005"	1556	9915167	15.7
	"5-9 years"	"5-9"	"Male"	"M"	"2006"	"2006"	1551	9989515	15.5
	"5-9 years"	"5-9"	"Male"	"M"	"2007"	"2007"	1519	10073928	15.1
	"5-9 years"	"5-9"	"Male"	"M"	"2008"	"2008"	1396	10181114	13.7
	"5-9 years"	"5-9"	"Male"	"M"	"2009"	"2009"	1398	10307755	13.6
	"5-9 years"	"5-9"	"Male"	"M"	"2010"	"2010"	1325	10389638	12.8
	"5-9 years"	"5-9"	"Male"	"M"	"2011"	"2011"	1380	10384187	13.3
	"5-9 years"	"5-9"	"Male"	"M"	"2012"	"2012"	1320	10459193	12.6
	"5-9 years"	"5-9"	"Male"	"M"	"2013"	"2013"	1383	10508974	13.2
	"5-9 years"	"5-9"	"Male"	"M"	"2014"	"2014"	1357	10478429	13.0
	"5-9 years"	"5-9"	"Male"	"M"	"2015"	"2015"	1377	10459132	13.2
	"5-9 years"	"5-9"	"Male"	"M"	"2016"	"2016"	1377	10429923	13.2
	"5-9 years"	"5-9"	"Male"	"M"	"2017"	"2017"	1299	10368141	12.5
	"5-9 years"	"5-9"	"Male"	"M"	"2018"	"2018"	1286	10315990	12.5
	"5-9 years"	"5-9"	"Male"	"M"	"2019"	"2019"	1290	10322762	12.5
	"5-9 years"	"5-9"	"Male"	"M"	"2020 "	"2020"	1245	10346753	12.0
"Total"	"5-9 years"	"5-9"	"Male"	"M"			32587	226500076	14.4
"Total"	"5-9 years"	"5-9"					57950	443136296	13.1
	"10-14 years"	"10-14"	"Female"	"F"	"1999"	"1999"	1593	9855664	16.2
	"10-14 years"	"10-14"	"Female"	"F"	"2000"	"2000"	1609	10007875	16.1
	"10-14 years"	"10-14"	"Female"	"F"	"2001"	"2001"	1561	10231469	15.3
	"10-14 years"	"10-14"	"Female"	"F"	"2002"	"2002"	1636	10371422	15.8
	"10-14 years"	"10-14"	"Female"	"F"	"2003"	"2003"	1546	10444875	14.8
	"10-14 years"	"10-14"	"Female"	"F"	"2004"	"2004"	1592	10443706	15.2
	"10-14 years"	"10-14"	"Female"	"F"	"2005"	"2005"	1468	10348382	14.2
	"10-14 years"	"10-14"	"Female"	"F"	"2006"	"2006"	1340	10261944	13.1
	"10-14 years"	"10-14"	"Female"	"F"	"2007"	"2007"	1370	10170082	13.5
	"10-14 years"	"10-14"	"Female"	"F"	"2008"	"2008"	1265	10108474	12.5
	"10-14 years"	"10-14"	"Female"	"F"	"2009"	"2009"	1278	10088732	12.7
	"10-14 years"	"10-14"	"Female"	"F"	"2010"	"2010"	1220	10097332	12.1
	"10-14 years"	"10-14"	"Female"	"F"	"2011"	"2011"	1151	10117822	11.4
	"10-14 years"	"10-14"	"Female"	"F"	"2012"	"2012"	1150	10102004	11.4
	"10-14 years"	"10-14"	"Female"	"F"	"2013"	"2013"	1219	10097931	12.1
	"10-14 years"	"10-14"	"Female"	"F"	"2014"	"2014"	1122	10120287	11.1
	"10-14 years"	"10-14"	"Female"	"F"	"2015"	"2015"	1233	10101942	12.2
	"10-14 years"	"10-14"	"Female"	"F"	"2016"	"2016"	1249	10099501	12.4
	"10-14 years"	"10-14"	"Female"	"F"	"2017"	"2017"	1247	10173382	12.3
	"10-14 years"	"10-14"	"Female"	"F"	"2018"	"2018"	1325	10220687	13.0
	"10-14 years"	"10-14"	"Female"	"F"	"2019"	"2019"	1268	10180007	12.5
	"10-14 years"	"10-14"	"Female"	"F"	"2020 "	"2020"	1296	10159455	12.8
"Total"	"10-14 years"	"10-14"	"Female"	"F"			29738	223802975	13.3
	"10-14 years"	"10-14"	"Male"	"M"	"1999"	"1999"	2528	10357700	24.4
	"10-14 years"	"10-14"	"Male"	"M"	"2000"	"2000"	2551	10520197	24.2
	"10-14 years"	"10-14"	"Male"	"M"	"2001"	"2001"	2441	10747209	22.7
	"10-14 years"	"10-14"	"Male"	"M"	"2002"	"2002"	2496	10889999	22.9
	"10-14 years"	"10-14"	"Male"	"M"	"2003"	"2003"	2510	10970478	22.9
	"10-14 years"	"10-14"	"Male"	"M"	"2004"	"2004"	2354	10967974	21.5
	"10-14 years"	"10-14"	"Male"	"M"	"2005"	"2005"	2297	10864197	21.1
	"10-14 years"	"10-14"	"Male"	"M"	"2006"	"2006"	2074	10771194	19.3
	"10-14 years"	"10-14"	"Male"	"M"	"2007"	"2007"	2066	10670960	19.4
	"10-14 years"	"10-14"	"Male"	"M"	"2008"	"2008"	1884	10598181	17.8
	"10-14 years"	"10-14"	"Male"	"M"	"2009"	"2009"	1850	10571832	17.5
	"10-14 years"	"10-14"	"Male"	"M"	"2010"	"2010"	1729	10579862	16.3
	"10-14 years"	"10-14"	"Male"	"M"	"2011"	"2011"	1799	10587030	17.0
	"10-14 years"	"10-14"	"Male"	"M"	"2012"	"2012"	1716	10567214	16.2
	"10-14 years"	"10-14"	"Male"	"M"	"2013"	"2013"	1694	10552523	16.1
	"10-14 years"	"10-14"	"Male"	"M"	"2014"	"2014"	1771	10551219	16.8
	"10-14 years"	"10-14"	"Male"	"M"	"2015"	"2015"	1776	10520388	16.9
	"10-14 years"	"10-14"	"Male"	"M"	"2016"	"2016"	1764	10518732	16.8
	"10-14 years"	"10-14"	"Male"	"M"	"2017"	"2017"	1970	10605072	18.6
	"10-14 years"	"10-14"	"Male"	"M"	"2018"	"2018"	1795	10658840	16.8
	"10-14 years"	"10-14"	"Male"	"M"	"2019"	"2019"	1896	10618261	17.9
	"10-14 years"	"10-14"	"Male"	"M"	"2020 "	"2020"	2117	10594968	20.0
"Total"	"10-14 years"	"10-14"	"Male"	"M"			45078	234284030	19.2
"Total"	"10-14 years"	"10-14"					74816	458087005	16.3
	"15-19 years"	"15-19"	"Female"	"F"	"1999"	"1999"	3998	9761569	41.0
	"15-19 years"	"15-19"	"Female"	"F"	"2000"	"2000"	3866	9828886	39.3
	"15-19 years"	"15-19"	"Female"	"F"	"2001"	"2001"	3789	9908897	38.2
	"15-19 years"	"15-19"	"Female"	"F"	"2002"	"2002"	3968	9981879	39.8
	"15-19 years"	"15-19"	"Female"	"F"	"2003"	"2003"	3889	10086567	38.6
	"15-19 years"	"15-19"	"Female"	"F"	"2004"	"2004"	4028	10242793	39.3
	"15-19 years"	"15-19"	"Female"	"F"	"2005"	"2005"	3817	10434789	36.6
	"15-19 years"	"15-19"	"Female"	"F"	"2006"	"2006"	3821	10597293	36.1
	"15-19 years"	"15-19"	"Female"	"F"	"2007"	"2007"	3741	10731326	34.9
	"15-19 years"	"15-19"	"Female"	"F"	"2008"	"2008"	3449	10805148	31.9
	"15-19 years"	"15-19"	"Female"	"F"	"2009"	"2009"	3344	10804571	30.9
	"15-19 years"	"15-19"	"Female"	"F"	"2010"	"2010"	3021	10736677	28.1
	"15-19 years"	"15-19"	"Female"	"F"	"2011"	"2011"	2976	10525097	28.3
	"15-19 years"	"15-19"	"Female"	"F"	"2012"	"2012"	2850	10397841	27.4
	"15-19 years"	"15-19"	"Female"	"F"	"2013"	"2013"	2721	10312774	26.4
	"15-19 years"	"15-19"	"Female"	"F"	"2014"	"2014"	2758	10283624	26.8
	"15-19 years"	"15-19"	"Female"	"F"	"2015"	"2015"	2999	10311036	29.1
	"15-19 years"	"15-19"	"Female"	"F"	"2016"	"2016"	3099	10328153	30.0
	"15-19 years"	"15-19"	"Female"	"F"	"2017"	"2017"	3037	10331169	29.4
	"15-19 years"	"15-19"	"Female"	"F"	"2018"	"2018"	3000	10322313	29.1
	"15-19 years"	"15-19"	"Female"	"F"	"2019"	"2019"	2897	10308963	28.1
	"15-19 years"	"15-19"	"Female"	"F"	"2020 "	"2020"	3327	10266332	32.4
"Total"	"15-19 years"	"15-19"	"Female"	"F"			74395	227307697	32.7
	"15-19 years"	"15-19"	"Male"	"M"	"1999"	"1999"	9780	10323033	94.7
	"15-19 years"	"15-19"	"Male"	"M"	"2000"	"2000"	9697	10391004	93.3
	"15-19 years"	"15-19"	"Male"	"M"	"2001"	"2001"	9766	10547387	92.6
	"15-19 years"	"15-19"	"Male"	"M"	"2002"	"2002"	9844	10628491	92.6
	"15-19 years"	"15-19"	"Male"	"M"	"2003"	"2003"	9706	10710599	90.6
	"15-19 years"	"15-19"	"Male"	"M"	"2004"	"2004"	9678	10859759	89.1
	"15-19 years"	"15-19"	"Male"	"M"	"2005"	"2005"	9886	11051425	89.5
	"15-19 years"	"15-19"	"Male"	"M"	"2006"	"2006"	9918	11210416	88.5
	"15-19 years"	"15-19"	"Male"	"M"	"2007"	"2007"	9558	11336490	84.3
	"15-19 years"	"15-19"	"Male"	"M"	"2008"	"2008"	8958	11405732	78.5
	"15-19 years"	"15-19"	"Male"	"M"	"2009"	"2009"	8176	11388239	71.8
	"15-19 years"	"15-19"	"Male"	"M"	"2010"	"2010"	7866	11303666	69.6
	"15-19 years"	"15-19"	"Male"	"M"	"2011"	"2011"	7618	11118946	68.5
	"15-19 years"	"15-19"	"Male"	"M"	"2012"	"2012"	7224	10962861	65.9
	"15-19 years"	"15-19"	"Male"	"M"	"2013"	"2013"	6759	10846190	62.3
	"15-19 years"	"15-19"	"Male"	"M"	"2014"	"2014"	6828	10784023	63.3
	"15-19 years"	"15-19"	"Male"	"M"	"2015"	"2015"	7187	10797867	66.6
	"15-19 years"	"15-19"	"Male"	"M"	"2016"	"2016"	7713	10801846	71.4
	"15-19 years"	"15-19"	"Male"	"M"	"2017"	"2017"	7849	10800491	72.7
	"15-19 years"	"15-19"	"Male"	"M"	"2018"	"2018"	7380	10774908	68.5
	"15-19 years"	"15-19"	"Male"	"M"	"2019"	"2019"	7361	10745607	68.5
	"15-19 years"	"15-19"	"Male"	"M"	"2020 "	"2020"	8951	10694597	83.7
"Total"	"15-19 years"	"15-19"	"Male"	"M"			187703	239483577	78.4
"Total"	"15-19 years"	"15-19"					262098	466791274	56.1
	"20-24 years"	"20-24"	"Female"	"F"	"1999"	"1999"	4244	9098615	46.6
	"20-24 years"	"20-24"	"Female"	"F"	"2000"	"2000"	4370	9276187	47.1
	"20-24 years"	"20-24"	"Female"	"F"	"2001"	"2001"	4500	9676950	46.5
	"20-24 years"	"20-24"	"Female"	"F"	"2002"	"2002"	4662	9916245	47.0
	"20-24 years"	"20-24"	"Female"	"F"	"2003"	"2003"	5009	10093723	49.6
	"20-24 years"	"20-24"	"Female"	"F"	"2004"	"2004"	4806	10190641	47.2
	"20-24 years"	"20-24"	"Female"	"F"	"2005"	"2005"	4908	10222806	48.0
	"20-24 years"	"20-24"	"Female"	"F"	"2006"	"2006"	4996	10238784	48.8
	"20-24 years"	"20-24"	"Female"	"F"	"2007"	"2007"	4925	10270163	48.0
	"20-24 years"	"20-24"	"Female"	"F"	"2008"	"2008"	4722	10339566	45.7
	"20-24 years"	"20-24"	"Female"	"F"	"2009"	"2009"	4760	10459413	45.5
	"20-24 years"	"20-24"	"Female"	"F"	"2010"	"2010"	4740	10571823	44.8
	"20-24 years"	"20-24"	"Female"	"F"	"2011"	"2011"	4767	10841132	44.0
	"20-24 years"	"20-24"	"Female"	"F"	"2012"	"2012"	4876	11033747	44.2
	"20-24 years"	"20-24"	"Female"	"F"	"2013"	"2013"	4901	11116473	44.1
	"20-24 years"	"20-24"	"Female"	"F"	"2014"	"2014"	4916	11172747	44.0
	"20-24 years"	"20-24"	"Female"	"F"	"2015"	"2015"	5149	11071459	46.5
	"20-24 years"	"20-24"	"Female"	"F"	"2016"	"2016"	5463	10889963	50.2
	"20-24 years"	"20-24"	"Female"	"F"	"2017"	"2017"	5485	10769493	50.9
	"20-24 years"	"20-24"	"Female"	"F"	"2018"	"2018"	5146	10672032	48.2
	"20-24 years"	"20-24"	"Female"	"F"	"2019"	"2019"	5126	10568188	48.5
	"20-24 years"	"20-24"	"Female"	"F"	"2020 "	"2020"	6005	10561909	56.9
"Total"	"20-24 years"	"20-24"	"Female"	"F"			108476	229052059	47.4
	"20-24 years"	"20-24"	"Male"	"M"	"1999"	"1999"	12634	9492814	133.1
	"20-24 years"	"20-24"	"Male"	"M"	"2000"	"2000"	13374	9687814	138.0
	"20-24 years"	"20-24"	"Male"	"M"	"2001"	"2001"	14197	10080336	140.8
	"20-24 years"	"20-24"	"Male"	"M"	"2002"	"2002"	14572	10327520	141.1
	"20-24 years"	"20-24"	"Male"	"M"	"2003"	"2003"	14964	10497965	142.5
	"20-24 years"	"20-24"	"Male"	"M"	"2004"	"2004"	14909	10654919	139.9
	"20-24 years"	"20-24"	"Male"	"M"	"2005"	"2005"	15623	10737149	145.5
	"20-24 years"	"20-24"	"Male"	"M"	"2006"	"2006"	16152	10797351	149.6
	"20-24 years"	"20-24"	"Male"	"M"	"2007"	"2007"	15758	10807836	145.8
	"20-24 years"	"20-24"	"Male"	"M"	"2008"	"2008"	15069	10841046	139.0
	"20-24 years"	"20-24"	"Male"	"M"	"2009"	"2009"	14136	10924709	129.4
	"20-24 years"	"20-24"	"Male"	"M"	"2010"	"2010"	13924	11014176	126.4
	"20-24 years"	"20-24"	"Male"	"M"	"2011"	"2011"	14306	11312700	126.5
	"20-24 years"	"20-24"	"Male"	"M"	"2012"	"2012"	14232	11549456	123.2
	"20-24 years"	"20-24"	"Male"	"M"	"2013"	"2013"	14105	11678965	120.8
	"20-24 years"	"20-24"	"Male"	"M"	"2014"	"2014"	14289	11739427	121.7
	"20-24 years"	"20-24"	"Male"	"M"	"2015"	"2015"	15159	11667854	129.9
	"20-24 years"	"20-24"	"Male"	"M"	"2016"	"2016"	16300	11491065	141.8
	"20-24 years"	"20-24"	"Male"	"M"	"2017"	"2017"	15654	11349142	137.9
	"20-24 years"	"20-24"	"Male"	"M"	"2018"	"2018"	14628	11201547	130.6
	"20-24 years"	"20-24"	"Male"	"M"	"2019"	"2019"	14387	11064752	130.0
	"20-24 years"	"20-24"	"Male"	"M"	"2020 "	"2020"	17533	11032846	158.9
"Total"	"20-24 years"	"20-24"	"Male"	"M"			325905	239951389	135.8
"Total"	"20-24 years"	"20-24"					434381	469003448	92.6
	"25-29 years"	"25-29"	"Female"	"F"	"1999"	"1999"	5161	9695967	53.2
	"25-29 years"	"25-29"	"Female"	"F"	"2000"	"2000"	5062	9582576	52.8
	"25-29 years"	"25-29"	"Female"	"F"	"2001"	"2001"	5205	9303113	55.9
	"25-29 years"	"25-29"	"Female"	"F"	"2002"	"2002"	5005	9248586	54.1
	"25-29 years"	"25-29"	"Female"	"F"	"2003"	"2003"	5207	9307104	55.9
	"25-29 years"	"25-29"	"Female"	"F"	"2004"	"2004"	5217	9479080	55.0
	"25-29 years"	"25-29"	"Female"	"F"	"2005"	"2005"	5326	9712544	54.8
	"25-29 years"	"25-29"	"Female"	"F"	"2006"	"2006"	5716	10014422	57.1
	"25-29 years"	"25-29"	"Female"	"F"	"2007"	"2007"	5824	10229259	56.9
	"25-29 years"	"25-29"	"Female"	"F"	"2008"	"2008"	5786	10393532	55.7
	"25-29 years"	"25-29"	"Female"	"F"	"2009"	"2009"	6041	10466871	57.7
	"25-29 years"	"25-29"	"Female"	"F"	"2010"	"2010"	5834	10466258	55.7
	"25-29 years"	"25-29"	"Female"	"F"	"2011"	"2011"	5880	10518279	55.9
	"25-29 years"	"25-29"	"Female"	"F"	"2012"	"2012"	6041	10553440	57.2
	"25-29 years"	"25-29"	"Female"	"F"	"2013"	"2013"	6033	10620319	56.8
	"25-29 years"	"25-29"	"Female"	"F"	"2014"	"2014"	6306	10826549	58.2
	"25-29 years"	"25-29"	"Female"	"F"	"2015"	"2015"	6725	11052155	60.8
	"25-29 years"	"25-29"	"Female"	"F"	"2016"	"2016"	7542	11259410	67.0
	"25-29 years"	"25-29"	"Female"	"F"	"2017"	"2017"	7891	11468230	68.8
	"25-29 years"	"25-29"	"Female"	"F"	"2018"	"2018"	7832	11542918	67.9
	"25-29 years"	"25-29"	"Female"	"F"	"2019"	"2019"	7527	11504446	65.4
	"25-29 years"	"25-29"	"Female"	"F"	"2020 "	"2020"	9142	11356117	80.5
"Total"	"25-29 years"	"25-29"	"Female"	"F"			136303	228601175	59.6
	"25-29 years"	"25-29"	"Male"	"M"	"1999"	"1999"	12542	9879090	127.0
	"25-29 years"	"25-29"	"Male"	"M"	"2000"	"2000"	12619	9798760	128.8
	"25-29 years"	"25-29"	"Male"	"M"	"2001"	"2001"	13006	9516234	136.7
	"25-29 years"	"25-29"	"Male"	"M"	"2002"	"2002"	12954	9442754	137.2
	"25-29 years"	"25-29"	"Male"	"M"	"2003"	"2003"	13043	9464481	137.8
	"25-29 years"	"25-29"	"Male"	"M"	"2004"	"2004"	13554	9627975	140.8
	"25-29 years"	"25-29"	"Male"	"M"	"2005"	"2005"	14242	9822166	145.0
	"25-29 years"	"25-29"	"Male"	"M"	"2006"	"2006"	15181	10095589	150.4
	"25-29 years"	"25-29"	"Male"	"M"	"2007"	"2007"	15107	10313439	146.5
	"25-29 years"	"25-29"	"Male"	"M"	"2008"	"2008"	15000	10509136	142.7
