age_cat,unadj_excess_deaths_rate,Year,shortname,keep
50-54 years,0.1682051674028504,2020-2022,"Skin and Subcutaneous
Tissue",FALSE
55-59 years,0.2083851217945587,2020-2022,"Skin and Subcutaneous
Tissue",FALSE
60-64 years,0.1988615207400799,2020-2022,"Skin and Subcutaneous
Tissue",FALSE
65-69 years,0.8185333072160521,2020-2022,"Skin and Subcutaneous
Tissue",FALSE
70-74 years,0.2456093916638702,2020-2022,"Skin and Subcutaneous
Tissue",FALSE
75-79 years,0.08883560599829465,2020-2022,"Skin and Subcutaneous
Tissue",FALSE
80-84 years,0.7427122441036111,2020-2022,"Skin and Subcutaneous
Tissue",FALSE
< 1 year,0.06371355887123231,2020-2022,"Skin and Subcutaneous
Tissue",FALSE
1-4 years,0.04834517849817761,2000-2005,"MSK and Connective
Tissue",FALSE
10-14 years,-0.07555806605273835,2000-2005,"MSK and Connective
Tissue",FALSE
15-19 years,-0.19926349588076356,2000-2005,"MSK and Connective
Tissue",FALSE
20-24 years,-0.5206697987583288,2000-2005,"MSK and Connective
Tissue",FALSE
25-29 years,-0.6774467713269375,2000-2005,"MSK and Connective
Tissue",FALSE
30-34 years,-0.7249281356516167,2000-2005,"MSK and Connective
Tissue",FALSE
35-39 years,-0.8187497762843517,2000-2005,"MSK and Connective
Tissue",FALSE
40-44 years,-1.0833379475370708,2000-2005,"MSK and Connective
Tissue",FALSE
45-49 years,-1.368116167186602,2000-2005,"MSK and Connective
Tissue",FALSE
5-9 years,3.5510853462759895e-4,2000-2005,"MSK and Connective
Tissue",FALSE
50-54 years,-1.554560875449635,2000-2005,"MSK and Connective
Tissue",FALSE
55-59 years,-2.3152986188670126,2000-2005,"MSK and Connective
Tissue",FALSE
60-64 years,-3.135232419217596,2000-2005,"MSK and Connective
Tissue",FALSE
65-69 years,-4.37588777084581,2000-2005,"MSK and Connective
Tissue",FALSE
70-74 years,-5.9623249877860065,2000-2005,"MSK and Connective
Tissue",FALSE
75-79 years,-8.811167415698623,2000-2005,"MSK and Connective
Tissue",FALSE
80-84 years,-15.210505806319194,2000-2005,"MSK and Connective
Tissue",FALSE
< 1 year,0.06077126723309972,2000-2005,"MSK and Connective
Tissue",FALSE
1-4 years,-0.00168002637134478,2006-2012,"MSK and Connective
Tissue",FALSE
10-14 years,-0.07337634361495951,2006-2012,"MSK and Connective
Tissue",FALSE
15-19 years,-0.1144772165175896,2006-2012,"MSK and Connective
Tissue",FALSE
20-24 years,-0.34918503086811187,2006-2012,"MSK and Connective
Tissue",FALSE
25-29 years,-0.5131759738163408,2006-2012,"MSK and Connective
Tissue",FALSE
30-34 years,-0.6007707825614242,2006-2012,"MSK and Connective
Tissue",FALSE
35-39 years,-0.7980091122000971,2006-2012,"MSK and Connective
Tissue",FALSE
40-44 years,-0.8435943442979023,2006-2012,"MSK and Connective
Tissue",FALSE
45-49 years,-1.048620692475197,2006-2012,"MSK and Connective
Tissue",FALSE
5-9 years,-7.636721339527169e-4,2006-2012,"MSK and Connective
Tissue",FALSE
50-54 years,-1.2729238587664558,2006-2012,"MSK and Connective
Tissue",FALSE
55-59 years,-1.3987409166907323,2006-2012,"MSK and Connective
Tissue",FALSE
60-64 years,-2.377580285793427,2006-2012,"MSK and Connective
Tissue",FALSE
65-69 years,-3.039768946748068,2006-2012,"MSK and Connective
Tissue",FALSE
70-74 years,-4.830612150161789,2006-2012,"MSK and Connective
Tissue",FALSE
75-79 years,-7.558610889406765,2006-2012,"MSK and Connective
Tissue",FALSE
80-84 years,-11.39304158829811,2006-2012,"MSK and Connective
Tissue",FALSE
< 1 year,0.01462247290658647,2006-2012,"MSK and Connective
Tissue",FALSE
1-4 years,0.03185753165427026,2013-2019,"MSK and Connective
Tissue",FALSE
10-14 years,-0.0067059918393502,2013-2019,"MSK and Connective
Tissue",FALSE
15-19 years,-0.08309664175625829,2013-2019,"MSK and Connective
Tissue",FALSE
20-24 years,-0.21211326098239625,2013-2019,"MSK and Connective
Tissue",FALSE
25-29 years,-0.4200723144591136,2013-2019,"MSK and Connective
Tissue",FALSE
30-34 years,-0.4543871041040575,2013-2019,"MSK and Connective
Tissue",FALSE
35-39 years,-0.6078633123326603,2013-2019,"MSK and Connective
Tissue",FALSE
40-44 years,-0.7442098060933238,2013-2019,"MSK and Connective
Tissue",FALSE
45-49 years,-0.8015854953992647,2013-2019,"MSK and Connective
Tissue",FALSE
5-9 years,-0.00878694027290123,2013-2019,"MSK and Connective
Tissue",FALSE
50-54 years,-0.7942646668257196,2013-2019,"MSK and Connective
Tissue",FALSE
55-59 years,-0.8905919798850581,2013-2019,"MSK and Connective
Tissue",FALSE
60-64 years,-0.9996151526020024,2013-2019,"MSK and Connective
Tissue",FALSE
65-69 years,-1.6498511700107157,2013-2019,"MSK and Connective
Tissue",FALSE
70-74 years,-2.5765127658640257,2013-2019,"MSK and Connective
Tissue",FALSE
75-79 years,-3.617297545353594,2013-2019,"MSK and Connective
Tissue",FALSE
80-84 years,-6.278587389450642,2013-2019,"MSK and Connective
Tissue",FALSE
< 1 year,-0.00359068928859052,2013-2019,"MSK and Connective
Tissue",FALSE
1-4 years,-0.02432529108918689,2020-2022,"MSK and Connective
Tissue",FALSE
10-14 years,-0.03513505865766513,2020-2022,"MSK and Connective
Tissue",FALSE
15-19 years,-0.10122270603712104,2020-2022,"MSK and Connective
Tissue",FALSE
20-24 years,-0.21463234074403875,2020-2022,"MSK and Connective
Tissue",FALSE
25-29 years,-0.23449353614075885,2020-2022,"MSK and Connective
Tissue",FALSE
30-34 years,-0.35219159476531,2020-2022,"MSK and Connective
Tissue",FALSE
35-39 years,-0.4155292907646536,2020-2022,"MSK and Connective
Tissue",FALSE
40-44 years,-0.44213225689095137,2020-2022,"MSK and Connective
Tissue",FALSE
45-49 years,-0.6468503196308106,2020-2022,"MSK and Connective
Tissue",FALSE
5-9 years,-0.00224611137358169,2020-2022,"MSK and Connective
Tissue",FALSE
50-54 years,-0.5269418738299683,2020-2022,"MSK and Connective
Tissue",FALSE
55-59 years,-0.4908225872560736,2020-2022,"MSK and Connective
Tissue",FALSE
60-64 years,-0.1637800890253409,2020-2022,"MSK and Connective
Tissue",FALSE
65-69 years,-0.07979761790326378,2020-2022,"MSK and Connective
Tissue",FALSE
70-74 years,-1.2989212783074944,2020-2022,"MSK and Connective
Tissue",FALSE
75-79 years,-1.3034244754751754,2020-2022,"MSK and Connective
Tissue",FALSE
80-84 years,-2.2505636013630266,2020-2022,"MSK and Connective
Tissue",FALSE
< 1 year,0.06161816684629079,2020-2022,"MSK and Connective
Tissue",FALSE
1-4 years,0.00512647727468044,2000-2005,Genitourinary,FALSE
10-14 years,0.00397863847002209,2000-2005,Genitourinary,FALSE
15-19 years,-0.00416996911870154,2000-2005,Genitourinary,FALSE
20-24 years,-0.0523105082261332,2000-2005,Genitourinary,FALSE
25-29 years,-0.10292523435179723,2000-2005,Genitourinary,FALSE
30-34 years,-0.04583011861898478,2000-2005,Genitourinary,FALSE
35-39 years,0.07190089825578716,2000-2005,Genitourinary,FALSE
40-44 years,0.5438895281530751,2000-2005,Genitourinary,FALSE
45-49 years,1.2459501628741965,2000-2005,Genitourinary,FALSE
5-9 years,-8.113996666167869e-4,2000-2005,Genitourinary,FALSE
50-54 years,2.0529217146871552,2000-2005,Genitourinary,FALSE
55-59 years,2.4389531492752212,2000-2005,Genitourinary,FALSE
60-64 years,3.669175163257126,2000-2005,Genitourinary,FALSE
65-69 years,6.227961818751012,2000-2005,Genitourinary,FALSE
70-74 years,12.862768227999837,2000-2005,Genitourinary,FALSE
75-79 years,29.20919695415938,2000-2005,Genitourinary,FALSE
80-84 years,66.47771011228409,2000-2005,Genitourinary,FALSE
< 1 year,1.5468305148968362,2000-2005,Genitourinary,FALSE
1-4 years,-0.01693890503961317,2006-2012,Genitourinary,FALSE
10-14 years,-0.0015555369125343501,2006-2012,Genitourinary,FALSE
15-19 years,-0.02848285506775759,2006-2012,Genitourinary,FALSE
20-24 years,-0.0455150393090023,2006-2012,Genitourinary,FALSE
25-29 years,-0.03784515180020054,2006-2012,Genitourinary,FALSE
30-34 years,0.03795175619253987,2006-2012,Genitourinary,FALSE
35-39 years,0.11557272905594984,2006-2012,Genitourinary,FALSE
40-44 years,0.5529382719521778,2006-2012,Genitourinary,FALSE
45-49 years,0.978304282903104,2006-2012,Genitourinary,FALSE
5-9 years,8.142313849508198e-4,2006-2012,Genitourinary,FALSE
50-54 years,1.9931776233060912,2006-2012,Genitourinary,FALSE
55-59 years,3.359993554957743,2006-2012,Genitourinary,FALSE
60-64 years,4.603671675380532,2006-2012,Genitourinary,FALSE
65-69 years,6.103036571597038,2006-2012,Genitourinary,FALSE
70-74 years,12.521272671470648,2006-2012,Genitourinary,FALSE
75-79 years,26.23090394433713,2006-2012,Genitourinary,FALSE
80-84 years,61.821010241820176,2006-2012,Genitourinary,FALSE
< 1 year,0.6084982216344286,2006-2012,Genitourinary,FALSE
1-4 years,-0.01580368126949055,2013-2019,Genitourinary,FALSE
10-14 years,3.3688294268868074e-4,2013-2019,Genitourinary,FALSE
15-19 years,-0.03686856820511571,2013-2019,Genitourinary,FALSE
20-24 years,-0.0435989236599732,2013-2019,Genitourinary,FALSE
25-29 years,0.03709783013091417,2013-2019,Genitourinary,FALSE
30-34 years,0.04335172255117991,2013-2019,Genitourinary,FALSE
35-39 years,0.183575666722388,2013-2019,Genitourinary,FALSE
40-44 years,0.40495339245215334,2013-2019,Genitourinary,FALSE
45-49 years,1.1107275579508444,2013-2019,Genitourinary,FALSE
5-9 years,0.01907562653474377,2013-2019,Genitourinary,FALSE
50-54 years,2.608160384946877,2013-2019,Genitourinary,FALSE
55-59 years,3.654571149553124,2013-2019,Genitourinary,FALSE
60-64 years,6.592262947092415,2013-2019,Genitourinary,FALSE
65-69 years,8.435489191539077,2013-2019,Genitourinary,FALSE
70-74 years,12.666933710542416,2013-2019,Genitourinary,FALSE
75-79 years,22.902586642483755,2013-2019,Genitourinary,FALSE
80-84 years,52.8962565375715,2013-2019,Genitourinary,FALSE
< 1 year,0.4225325217350937,2013-2019,Genitourinary,FALSE
1-4 years,0.00584976069570455,2020-2022,Genitourinary,FALSE
10-14 years,-0.02376234820533773,2020-2022,Genitourinary,FALSE
15-19 years,-0.03926792760091342,2020-2022,Genitourinary,FALSE
20-24 years,-0.00741593989816852,2020-2022,Genitourinary,FALSE
25-29 years,0.14724244074712312,2020-2022,Genitourinary,FALSE
30-34 years,0.3516356283391071,2020-2022,Genitourinary,FALSE
35-39 years,0.2723240128579629,2020-2022,Genitourinary,FALSE
40-44 years,0.64840234920014606,2020-2022,Genitourinary,FALSE
45-49 years,1.6156290261522257,2020-2022,Genitourinary,FALSE
5-9 years,0.01067593184567789,2020-2022,Genitourinary,FALSE
50-54 years,2.719100565302284,2020-2022,Genitourinary,FALSE
55-59 years,4.150356291046716,2020-2022,Genitourinary,FALSE
60-64 years,7.547056416216094,2020-2022,Genitourinary,FALSE
65-69 years,10.419859178115772,2020-2022,Genitourinary,FALSE
70-74 years,12.23290446870417,2020-2022,Genitourinary,FALSE
75-79 years,24.46310146596609,2020-2022,Genitourinary,FALSE
80-84 years,51.2247591050498,2020-2022,Genitourinary,FALSE
< 1 year,0.706629932402187,2020-2022,Genitourinary,FALSE
1-4 years,0.17727691393531458,2000-2005,Perinatal,FALSE
10-14 years,-0.00247893297770233,2000-2005,Perinatal,FALSE
15-19 years,-0.01319561253492774,2000-2005,Perinatal,FALSE
20-24 years,-0.00395268689127438,2000-2005,Perinatal,FALSE
25-29 years,0.01310772531399642,2000-2005,Perinatal,FALSE
30-34 years,-0.01624948451188309,2000-2005,Perinatal,FALSE
35-39 years,-0.02947385937067588,2000-2005,Perinatal,FALSE
40-44 years,0.0117670183443426,2000-2005,Perinatal,FALSE
45-49 years,0.01055116289088539,2000-2005,Perinatal,FALSE
5-9 years,0.02277817958506152,2000-2005,Perinatal,FALSE
50-54 years,-0.02582125858590406,2000-2005,Perinatal,FALSE
55-59 years,0.00172679492669695,2000-2005,Perinatal,FALSE
60-64 years,0.06071305161437566,2000-2005,Perinatal,FALSE
65-69 years,-0.01422742219602629,2000-2005,Perinatal,FALSE
70-74 years,0.13342041866226215,2000-2005,Perinatal,FALSE
80-84 years,-0.01066520097446921,2000-2005,Perinatal,FALSE
< 1 year,78.33233414683173,2000-2005,Perinatal,FALSE
1-4 years,0.06374381697940185,2006-2012,Perinatal,FALSE
10-14 years,0.02503187489622158,2006-2012,Perinatal,FALSE
15-19 years,-0.02496802420586363,2006-2012,Perinatal,FALSE
20-24 years,0.00315517538222778,2006-2012,Perinatal,FALSE
25-29 years,-0.03025132077421803,2006-2012,Perinatal,FALSE
30-34 years,0.0034799783256906,2006-2012,Perinatal,FALSE
35-39 years,-0.01656193430574552,2006-2012,Perinatal,FALSE
40-44 years,0.02314107578405982,2006-2012,Perinatal,FALSE
45-49 years,0.03374519492207253,2006-2012,Perinatal,FALSE
5-9 years,0.00945635995250203,2006-2012,Perinatal,FALSE
50-54 years,0.01333836247870231,2006-2012,Perinatal,FALSE
55-59 years,0.00801134695404105,2006-2012,Perinatal,FALSE
60-64 years,0.05839656995875992,2006-2012,Perinatal,FALSE
65-69 years,-0.01288289667194345,2006-2012,Perinatal,FALSE
75-79 years,0.0366005830968628,2006-2012,Perinatal,FALSE
80-84 years,-0.07050280412619583,2006-2012,Perinatal,FALSE
< 1 year,65.96741703423879,2006-2012,Perinatal,FALSE
1-4 years,0.08992693369944355,2013-2019,Perinatal,FALSE
10-14 years,-0.00443220747475862,2013-2019,Perinatal,FALSE
15-19 years,0.01059294154962003,2013-2019,Perinatal,FALSE
20-24 years,3.720301825509906e-4,2013-2019,Perinatal,FALSE
25-29 years,0.00798422949168553,2013-2019,Perinatal,FALSE
30-34 years,0.03151375321808117,2013-2019,Perinatal,FALSE
35-39 years,0.02713635463017876,2013-2019,Perinatal,FALSE
40-44 years,0.05795358660523696,2013-2019,Perinatal,FALSE
45-49 years,0.01859888679156363,2013-2019,Perinatal,FALSE
5-9 years,0.02682629358308689,2013-2019,Perinatal,FALSE
50-54 years,0.00338131697626235,2013-2019,Perinatal,FALSE
55-59 years,-0.00438985026660455,2013-2019,Perinatal,FALSE
60-64 years,0.01578002810053479,2013-2019,Perinatal,FALSE
65-69 years,0.03235270188464051,2013-2019,Perinatal,FALSE
70-74 years,0.05477813562598679,2013-2019,Perinatal,FALSE
80-84 years,0.00318656476826542,2013-2019,Perinatal,FALSE
< 1 year,57.28367780364192,2013-2019,Perinatal,FALSE
1-4 years,0.1135507761063701,2020-2022,Perinatal,FALSE
10-14 years,0.00456015433984331,2020-2022,Perinatal,FALSE
15-19 years,-0.01443173286437715,2020-2022,Perinatal,FALSE
20-24 years,-0.01518125446638369,2020-2022,Perinatal,FALSE
25-29 years,-0.01374628068732086,2020-2022,Perinatal,FALSE
30-34 years,0.01041038634892706,2020-2022,Perinatal,FALSE
40-44 years,0.02808643738592684,2020-2022,Perinatal,FALSE
45-49 years,-0.02436228808993895,2020-2022,Perinatal,FALSE
5-9 years,0.04696025448983563,2020-2022,Perinatal,FALSE
50-54 years,0.02511722976799267,2020-2022,Perinatal,FALSE
55-59 years,0.05444383062218708,2020-2022,Perinatal,FALSE
60-64 years,0.0087759897693894,2020-2022,Perinatal,FALSE
65-69 years,-0.0257059183459782,2020-2022,Perinatal,FALSE
70-74 years,0.0477729146493082,2020-2022,Perinatal,FALSE
< 1 year,46.58310528205311,2020-2022,Perinatal,FALSE
1-4 years,0.15934866078990817,2000-2005,Congentinal,FALSE
10-14 years,0.07492065714681395,2000-2005,Congentinal,FALSE
15-19 years,0.490652005838506,2000-2005,Congentinal,FALSE
20-24 years,0.35707848767446715,2000-2005,Congentinal,FALSE
25-29 years,0.3400060660548767,2000-2005,Congentinal,FALSE
30-34 years,0.2344222486978751,2000-2005,Congentinal,FALSE
35-39 years,0.21330860993158307,2000-2005,Congentinal,FALSE
40-44 years,0.2156685539575136,2000-2005,Congentinal,FALSE
45-49 years,0.3054831025550535,2000-2005,Congentinal,FALSE
5-9 years,0.00789699336604621,2000-2005,Congentinal,FALSE
50-54 years,0.2289555372846583,2000-2005,Congentinal,FALSE
55-59 years,0.10532670087827078,2000-2005,Congentinal,FALSE
60-64 years,0.19353513093944089,2000-2005,Congentinal,FALSE
65-69 years,0.12565417240074517,2000-2005,Congentinal,FALSE
70-74 years,0.38814216969469895,2000-2005,Congentinal,FALSE
75-79 years,0.32711180310504284,2000-2005,Congentinal,FALSE
80-84 years,0.3065922244570105,2000-2005,Congentinal,FALSE
< 1 year,9.936754534350657,2000-2005,Congentinal,FALSE
1-4 years,-0.02503740279634136,2006-2012,Congentinal,FALSE
10-14 years,0.07478708982366156,2006-2012,Congentinal,FALSE
15-19 years,0.3510238224613955,2006-2012,Congentinal,FALSE
20-24 years,0.384074772661729,2006-2012,Congentinal,FALSE
25-29 years,0.35866602026642747,2006-2012,Congentinal,FALSE
30-34 years,0.2742745817345914,2006-2012,Congentinal,FALSE
35-39 years,0.24790830179070533,2006-2012,Congentinal,FALSE
40-44 years,0.2987849465097073,2006-2012,Congentinal,FALSE
45-49 years,0.3157338301110886,2006-2012,Congentinal,FALSE
5-9 years,0.05388360331408648,2006-2012,Congentinal,FALSE
50-54 years,0.27587136428305725,2006-2012,Congentinal,FALSE
55-59 years,0.35180235692363415,2006-2012,Congentinal,FALSE
60-64 years,0.4792419831261612,2006-2012,Congentinal,FALSE
65-69 years,0.25083512545802034,2006-2012,Congentinal,FALSE
70-74 years,0.1519890777875228,2006-2012,Congentinal,FALSE
75-79 years,0.36990939761216657,2006-2012,Congentinal,FALSE
80-84 years,0.6070135055410795,2006-2012,Congentinal,FALSE
< 1 year,6.776001803621483,2006-2012,Congentinal,FALSE
1-4 years,0.04101090275613872,2013-2019,Congentinal,FALSE
10-14 years,0.14697323097424175,2013-2019,Congentinal,FALSE
15-19 years,0.2414703085213056,2013-2019,Congentinal,FALSE
20-24 years,0.2777584581810377,2013-2019,Congentinal,FALSE
25-29 years,0.25756824369030284,2013-2019,Congentinal,FALSE
30-34 years,0.31031236429177766,2013-2019,Congentinal,FALSE
35-39 years,0.1594360103456649,2013-2019,Congentinal,FALSE
40-44 years,0.15434900463324186,2013-2019,Congentinal,FALSE
45-49 years,0.15483972639506538,2013-2019,Congentinal,FALSE
5-9 years,0.03269320868937819,2013-2019,Congentinal,FALSE
50-54 years,0.4195803874920625,2013-2019,Congentinal,FALSE
55-59 years,0.3674193991100747,2013-2019,Congentinal,FALSE
60-64 years,0.5957918601400096,2013-2019,Congentinal,FALSE
65-69 years,0.4612490202564692,2013-2019,Congentinal,FALSE
70-74 years,0.15497834716111947,2013-2019,Congentinal,FALSE
75-79 years,0.3205735420689968,2013-2019,Congentinal,FALSE
80-84 years,0.4216631984675252,2013-2019,Congentinal,FALSE
< 1 year,6.827012612843546,2013-2019,Congentinal,FALSE
1-4 years,-0.2555864097321541,2020-2022,Congentinal,FALSE
10-14 years,0.1886855242842871,2020-2022,Congentinal,FALSE
15-19 years,0.21366031959947496,2020-2022,Congentinal,FALSE
20-24 years,0.25546096598468804,2020-2022,Congentinal,FALSE
25-29 years,0.4306106379237653,2020-2022,Congentinal,FALSE
30-34 years,0.17782791590031188,2020-2022,Congentinal,FALSE
35-39 years,0.18701368652120975,2020-2022,Congentinal,FALSE
40-44 years,0.2719941349093453,2020-2022,Congentinal,FALSE
45-49 years,0.2691932393550447,2020-2022,Congentinal,FALSE
5-9 years,0.05220662330749015,2020-2022,Congentinal,FALSE
50-54 years,0.38592882844162935,2020-2022,Congentinal,FALSE
55-59 years,0.45226887574012986,2020-2022,Congentinal,FALSE
60-64 years,0.5209372227912943,2020-2022,Congentinal,FALSE
65-69 years,0.5696977759785979,2020-2022,Congentinal,FALSE
70-74 years,0.2927041983337131,2020-2022,Congentinal,FALSE
75-79 years,0.5253449081340449,2020-2022,Congentinal,FALSE
80-84 years,0.3721392121664864,2020-2022,Congentinal,FALSE
< 1 year,0.9414077873320964,2020-2022,Congentinal,FALSE
1-4 years,4.781993179878974,2000-2005,External causes,TRUE
10-14 years,5.902658047115224,2000-2005,External causes,TRUE
15-19 years,47.41349553523317,2000-2005,External causes,TRUE
20-24 years,86.23695643775302,2000-2005,External causes,TRUE
25-29 years,72.93468906289841,2000-2005,External causes,TRUE
30-34 years,59.52110156226068,2000-2005,External causes,TRUE
35-39 years,57.31765399140599,2000-2005,External causes,TRUE
40-44 years,59.64945620533673,2000-2005,External causes,TRUE
45-49 years,59.98305514689944,2000-2005,External causes,TRUE
5-9 years,2.2598087149620554,2000-2005,External causes,TRUE
50-54 years,53.97323617436182,2000-2005,External causes,TRUE
55-59 years,47.72408788389887,2000-2005,External causes,TRUE
60-64 years,44.363953474497414,2000-2005,External causes,TRUE
65-69 years,45.20219140005052,2000-2005,External causes,TRUE
70-74 years,55.15243950744027,2000-2005,External causes,TRUE
75-79 years,75.12708516344787,2000-2005,External causes,TRUE
80-84 years,109.44808916951447,2000-2005,External causes,TRUE
< 1 year,7.810768400392494,2000-2005,External causes,TRUE
1-4 years,4.196852413190621,2006-2012,External causes,TRUE
10-14 years,4.186177738063263,2006-2012,External causes,TRUE
15-19 years,40.08241033011071,2006-2012,External causes,TRUE
20-24 years,80.62841067882513,2006-2012,External causes,TRUE
25-29 years,74.5994009679926,2006-2012,External causes,TRUE
30-34 years,64.27347492269857,2006-2012,External causes,TRUE
35-39 years,57.064600512550165,2006-2012,External causes,TRUE
40-44 years,55.98348025306716,2006-2012,External causes,TRUE
45-49 years,59.39961284206759,2006-2012,External causes,TRUE
5-9 years,1.7298414149306165,2006-2012,External causes,TRUE
50-54 years,60.00868282546861,2006-2012,External causes,TRUE
55-59 years,57.159253368875525,2006-2012,External causes,TRUE
60-64 years,50.284522757528265,2006-2012,External causes,TRUE
65-69 years,48.02504779939623,2006-2012,External causes,TRUE
70-74 years,54.41885402614529,2006-2012,External causes,TRUE
75-79 years,71.11275638523327,2006-2012,External causes,TRUE
80-84 years,101.521941247122,2006-2012,External causes,TRUE
< 1 year,10.2408659515026,2006-2012,External causes,TRUE
1-4 years,3.8539297010538416,2013-2019,External causes,TRUE
10-14 years,3.766984300747904,2013-2019,External causes,TRUE
15-19 years,35.42932973283442,2013-2019,External causes,TRUE
20-24 years,76.28287645714735,2013-2019,External causes,TRUE
25-29 years,83.30339956309189,2013-2019,External causes,TRUE
30-34 years,79.6057438868097,2013-2019,External causes,TRUE
35-39 years,74.99512280598559,2013-2019,External causes,TRUE
40-44 years,66.099213062252,2013-2019,External causes,TRUE
45-49 years,64.97818392998279,2013-2019,External causes,TRUE
5-9 years,1.5393191891625695,2013-2019,External causes,TRUE
50-54 years,68.03064938643752,2013-2019,External causes,TRUE
55-59 years,71.6056823558028,2013-2019,External causes,TRUE
60-64 years,66.2271837660294,2013-2019,External causes,TRUE
65-69 years,59.4863181479787,2013-2019,External causes,TRUE
70-74 years,60.531571025179126,2013-2019,External causes,TRUE
75-79 years,78.645703084854,2013-2019,External causes,TRUE
80-84 years,106.76311650718807,2013-2019,External causes,TRUE
< 1 year,11.440516806375314,2013-2019,External causes,TRUE
1-4 years,4.176677514461396,2020-2022,External causes,TRUE
10-14 years,4.6060107205834235,2020-2022,External causes,TRUE
15-19 years,46.953224202199266,2020-2022,External causes,TRUE
20-24 years,89.30683744960393,2020-2022,External causes,TRUE
25-29 years,108.2370587383453,2020-2022,External causes,TRUE
30-34 years,117.03999029023294,2020-2022,External causes,TRUE
35-39 years,112.02443328677847,2020-2022,External causes,TRUE
40-44 years,105.5611570774022,2020-2022,External causes,TRUE
45-49 years,95.35762171715272,2020-2022,External causes,TRUE
5-9 years,1.5832715449929644,2020-2022,External causes,TRUE
50-54 years,94.13243841063806,2020-2022,External causes,TRUE
55-59 years,98.53897890621435,2020-2022,External causes,TRUE
60-64 years,94.2572965141008,2020-2022,External causes,TRUE
65-69 years,81.10265595720702,2020-2022,External causes,TRUE
70-74 years,72.9018823175401,2020-2022,External causes,TRUE
75-79 years,87.21221899555307,2020-2022,External causes,TRUE
80-84 years,119.97751351850768,2020-2022,External causes,TRUE
< 1 year,12.496056654995996,2020-2022,External causes,TRUE
